"CustomerID","Title","CreditCardType","Occupation","Gender","Age","Location","MotorInsurance","MotorValue","MotorType","HealthInsurance","HealthType","HealthDependentsAdults","HealthDependentsKids","TravelInsurance","TravelType","PrefChannel","CardHolder","Married","AgeBuckets","MotorValueBuckets","MotorFlag","MotorLevel","HealthFlag","HealthLevel","TravelFlag","TravelLevel","Instances","customerValue","SalaryIndicator","FamilyIndicator","cluster"
176,"Mrs.","Visa","Home care aide","female",46,"Urban","Yes",30583,"Single","Yes","Level2","1","3","No","0","Email","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",3
177,"Ms.","No Card","Rigging chaser","female",44,"Urban","No",NA,"No MotorInsurance","Yes","Level2","1","2","Yes","Senior","Email","No","No","36-50","0",0,0,1,2,1,2,2,4,"med","Big family",1
178,"Mr.","AMEX","Training manager","male",19,"Rural","Yes",22224,"Bundle","Yes","Level2","0","0","Yes","Business","SMS","Yes","No","<=35","medium",1,2,1,2,1,3,3,7,"high","single",2
180,"Mrs.","Visa","Two-stroke engine mechanic","female",50,"Urban","Yes",32597,"Single","Yes","Level3","2","3","Yes","Standard","Email","Yes","Yes","36-50","high",1,3,1,3,1,2,3,8,"high","Big family",3
181,"Mr.","Visa","Rock splitter","male",18,"Rural","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","Yes","No","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
182,"Mrs.","No Card","Ecologist","female",18,"Urban","Yes",26698,"Bundle","No","0","No HI","No HI","No","0","Phone","No","Yes","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
184,"Ms.","AMEX","Registered nurse anesthetist","female",45,"Urban","Yes",33150,"Single","Yes","Level3","1","2","Yes","Standard","Email","Yes","No","36-50","high",1,3,1,3,1,2,3,8,"high","Big family",3
185,"Mr.","Visa",NA,"male",18,"Rural","Yes",30434,"Bundle","No","0","No HI","No HI","Yes","Standard","Email","Yes","No","<=35","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",2
187,"Mr.","AMEX","Family practitioner","male",18,"Rural","Yes",4989,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
189,"Mrs.","Visa","Psychiatric nursing assistant","female",45,"Rural","Yes",36963,"Single","No","0","No HI","No HI","Yes","Premium","SMS","Yes","Yes","36-50","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",3
190,"Mr.","AMEX","Economist","male",54,"Rural","No",NA,"No MotorInsurance","Yes","Level1","1","2","No","0","Email","Yes","Yes",">50","0",0,0,1,1,0,0,1,1,"low","Big family",1
193,"Ms.","Visa","Administrative assistant","female",48,"Rural","Yes",17314,"Single","Yes","Level2","0","2","No","0","Phone","Yes","No","36-50","medium",1,2,1,2,0,0,2,4,"med","nuclear family",1
194,"Mr.","Visa","Real estate manager","male",19,"Urban","Yes",26586,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
197,"Mrs.","No Card","Sociocultural anthropologist","female",44,"Urban","Yes",32053,"Single","Yes","Level1","1","3","No","0","Phone","No","Yes","36-50","medium",1,2,1,1,0,0,2,3,"low","Big family",3
199,"Mr.","AMEX",NA,"male",45,"Urban","Yes",36277,"Single","Yes","Level3","0","2","Yes","Standard","SMS","Yes","Yes","36-50","high",1,3,1,3,1,2,3,8,"high","nuclear family",3
200,"Mrs.","Visa","Marketing specialist","female",47,"Rural","Yes",9497,"Single","Yes","Level1","2","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,1,0,0,2,2,"low","Big family",1
201,"Mr.","AMEX","Emergency care nurse","male",51,"Rural","Yes",16026,"Single","Yes","Level2","2","2","No","0","Phone","Yes","Yes",">50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
202,"Ms.","Visa","Executive recruiter","female",44,"Urban","Yes",33565,"Single","No","0","No HI","No HI","Yes","Premium","Email","Yes","No","36-50","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",3
203,"Ms.","Visa","Assignment editor","female",52,"Urban","Yes",35411,"Single","Yes","Level2","1","3","Yes","Standard","Email","Yes","No",">50","high",1,3,1,2,1,2,3,7,"high","Big family",3
207,"Mr.","Visa","Collision repair and refinish technician","male",18,"Urban","Yes",30247,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
210,"Ms.","No Card","Ecologist","female",52,"Urban","Yes",38231,"Single","Yes","Level1","0","2","Yes","Business","Email","No","No",">50","high",1,3,1,1,1,3,3,7,"high","nuclear family",3
211,"Mr.","AMEX","Grill cook","male",19,"Rural","Yes",26773,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
213,"Ms.","Visa",NA,"female",45,"Urban","Yes",38256,"Single","Yes","Level2","1","2","No","0","Email","Yes","No","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
214,"Mr.","AMEX","Economic geographer","male",39,"Rural","Yes",34526,"Single","Yes","Level1","0","3","No","0","Phone","Yes","Yes","36-50","high",1,3,1,1,0,0,2,4,"med","Big family",3
216,"Mrs.","No Card","Telemarketer","female",42,"Urban","No",NA,"No MotorInsurance","Yes","Level2","1","3","Yes","Premium","Email","No","Yes","36-50","0",0,0,1,2,1,3,2,5,"med","Big family",1
217,"Mr.","Visa",NA,"male",47,"Rural","Yes",16096,"Single","Yes","Level2","1","3","No","0","SMS","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
218,"Mr.","AMEX",NA,"male",53,"Urban","Yes",28659,"Single","Yes","Level1","0","2","Yes","Standard","Email","Yes","Yes",">50","medium",1,2,1,1,1,2,3,5,"med","nuclear family",3
219,"Mr.","AMEX",NA,"male",19,"Rural","Yes",21167,"Bundle","Yes","Level2","0","0","Yes","Backpacker","Email","Yes","No","<=35","medium",1,2,1,2,1,1,3,5,"med","single",2
221,"Mr.","No Card","English as a second language teacher","male",20,"Urban","Yes",29006,"Bundle","No","0","No HI","No HI","Yes","Premium","Email","No","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
222,"Mr.","No Card","Bleaching and dyeing machine operator","male",42,"Urban","No",NA,"No MotorInsurance","Yes","Level3","1","3","Yes","Business","Email","No","Yes","36-50","0",0,0,1,3,1,3,2,6,"med","Big family",1
224,"Mrs.","Visa",NA,"female",44,"Rural","Yes",37088,"Single","Yes","Level3","0","2","Yes","Business","Email","Yes","Yes","36-50","high",1,3,1,3,1,3,3,9,"high","nuclear family",3
226,"Ms.","AMEX","Clerical worker supervisor","female",64,"Rural","No",NA,"No MotorInsurance","Yes","Level2","0","0","No","0","Phone","Yes","No",">50","0",0,0,1,2,0,0,1,2,"low","single",1
227,"Dr.","Visa","Speech therapist","female",22,"Urban","Yes",18579,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
228,"Ms.","Visa","Social psychologist","female",43,"Rural","Yes",36405,"Single","Yes","Level3","1","2","No","0","Email","Yes","No","36-50","high",1,3,1,3,0,0,2,6,"med","Big family",3
229,"Mr.","No Card",NA,"male",21,"Urban","Yes",21560,"Bundle","Yes","Level2","0","0","No","0","SMS","No","No","<=35","medium",1,2,1,2,0,0,2,4,"med","single",2
230,"Mr.","Visa",NA,"male",23,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Business","Email","Yes","No","<=35","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",2
231,"Mr.","Visa","Physiologist","male",45,"Urban","Yes",31461,"Single","Yes","Level2","1","2","Yes","Backpacker","Phone","Yes","Yes","36-50","medium",1,2,1,2,1,1,3,5,"med","Big family",3
232,"Mr.","No Card",NA,"male",64,"Urban","Yes",28195,"Single","No","0","No HI","No HI","Yes","Standard","Phone","No","No",">50","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",3
233,"Mr.","Visa",NA,"male",49,"Urban","Yes",29786,"Single","Yes","Level3","1","2","No","0","Email","Yes","Yes","36-50","medium",1,2,1,3,0,0,2,5,"med","Big family",3
235,"Mrs.","Visa","News reporter","female",18,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","SMS","Yes","Yes","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
236,"Ms.","No Card","Brake repairer","female",51,"Urban","Yes",34691,"Single","Yes","Level2","1","2","No","0","Email","No","No",">50","high",1,3,1,2,0,0,2,5,"med","Big family",3
237,"Dr.","AMEX","Farm and home management advisor","male",59,"Urban","Yes",23798,"Single","Yes","Level3","1","0","Yes","Senior","SMS","Yes","No",">50","medium",1,2,1,3,1,2,3,7,"high","nuclear family",3
238,"Mrs.","AMEX",NA,"female",18,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","Yes","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
240,"Mrs.","Visa",NA,"female",49,"Rural","Yes",11583,"Single","Yes","Level2","1","3","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
242,"Mr.","AMEX",NA,"male",50,"Urban","Yes",36766,"Single","Yes","Level2","1","2","Yes","Business","Email","Yes","Yes","36-50","high",1,3,1,2,1,3,3,8,"high","Big family",3
243,"Mr.","AMEX",NA,"male",47,"Urban","Yes",34441,"Single","Yes","Level2","0","3","No","0","Email","Yes","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
244,"Ms.","AMEX","Aircraft flight engineer","female",20,"Rural","Yes",21462,"Bundle","Yes","Level1","0","0","Yes","Business","Email","Yes","No","<=35","medium",1,2,1,1,1,3,3,6,"med","single",2
246,"Ms.","AMEX",NA,"female",19,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Backpacker","Email","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
247,"Mrs.","AMEX","Human service worker","female",20,"Urban","Yes",5147,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","Yes","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
248,"Ms.","AMEX",NA,"female",19,"Urban","Yes",24476,"Bundle","Yes","Level1","0","0","No","0","SMS","Yes","No","<=35","medium",1,2,1,1,0,0,2,3,"low","single",2
249,"Mrs.","Visa",NA,"female",47,"Urban","Yes",18153,"Single","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
250,"Mr.","Visa","Plant manager","male",19,"Rural","Yes",30972,"Bundle","Yes","Level2","1","0","Yes","Business","SMS","Yes","No","<=35","medium",1,2,1,2,1,3,3,7,"high","nuclear family",2
254,"Ms.","No Card",NA,"female",18,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","No","No","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
255,"Mr.","AMEX","Attorney","male",43,"Urban","Yes",29802,"Bundle","Yes","Level2","1","3","Yes","Premium","Email","Yes","Yes","36-50","medium",1,2,1,2,1,3,3,7,"high","Big family",3
256,"Ms.","Visa",NA,"female",49,"Rural","Yes",12989,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No","36-50","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",1
257,"Mr.","Visa",NA,"male",22,"Rural","Yes",5410,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
258,"Mr.","AMEX",NA,"male",18,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
259,"Mrs.","No Card","Personnel manager","female",44,"Urban","Yes",35755,"Single","Yes","Level3","1","3","No","0","Email","No","Yes","36-50","high",1,3,1,3,0,0,2,6,"med","Big family",3
260,"Ms.","AMEX","Farm and home management advisor","female",65,"Rural","Yes",29728,"Bundle","No","0","No HI","No HI","Yes","Senior","Phone","Yes","No",">50","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",3
262,"Mrs.","AMEX",NA,"female",73,"Urban","No",NA,"No MotorInsurance","Yes","Level3","1","0","Yes","Senior","Email","Yes","Yes",">50","0",0,0,1,3,1,2,2,5,"med","nuclear family",1
263,"Mrs.","AMEX","Leasing consultant","female",18,"Urban","Yes",24730,"Bundle","Yes","Level2","0","0","Yes","Backpacker","Email","Yes","Yes","<=35","medium",1,2,1,2,1,1,3,5,"med","single",2
264,"Mrs.","Visa","Direct care worker","female",47,"Rural","Yes",27882,"Single","Yes","Level2","1","2","No","0","Email","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",3
266,"Mr.","No Card","Real estate appraiser","male",19,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Standard","Email","No","No","<=35","0",0,0,0,0,1,2,1,2,"low","No Health Insurance",2
267,"Mr.","Visa","Human services manager","male",46,"Rural","Yes",14186,"Bundle","Yes","Level2","0","2","Yes","Premium","Phone","Yes","Yes","36-50","low",1,1,1,2,1,3,3,6,"med","nuclear family",1
268,"Mrs.","Visa","Electrical and electronics repairer","female",22,"Rural","Yes",21491,"Bundle","No","0","No HI","No HI","Yes","Standard","SMS","Yes","Yes","<=35","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",2
269,"Ms.","AMEX","Superintendent","female",45,"Urban","Yes",35289,"Single","No","0","No HI","No HI","No","0","Email","Yes","No","36-50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
270,"Mrs.","AMEX","Lithographer","female",21,"Rural","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","Yes","Yes","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
271,"Mr.","Visa","Job development specialist","male",51,"Rural","No",NA,"No MotorInsurance","Yes","Level1","1","3","No","0","Phone","Yes","Yes",">50","0",0,0,1,1,0,0,1,1,"low","Big family",1
273,"Ms.","Visa","Industrial hygienist","female",24,"Rural","Yes",27129,"Bundle","No","0","No HI","No HI","Yes","Backpacker","Email","Yes","No","<=35","medium",1,2,0,0,1,1,2,3,"low","No Health Insurance",2
275,"Ms.","AMEX","Employment service specialist","female",73,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Backpacker","Email","Yes","No",">50","0",0,0,0,0,1,1,1,1,"low","No Health Insurance",1
276,"Mr.","Visa","Account collector","male",47,"Urban","Yes",31372,"Single","Yes","Level1","1","2","No","0","Email","Yes","Yes","36-50","medium",1,2,1,1,0,0,2,3,"low","Big family",3
277,"Mr.","AMEX","Structural and reinforcing iron and metal worker","male",71,"Rural","Yes",27084,"Single","No","0","No HI","No HI","No","0","Email","Yes","No",">50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",3
278,"Mr.","No Card",NA,"male",47,"Rural","Yes",12654,"Single","Yes","Level1","1","2","No","0","Phone","No","Yes","36-50","low",1,1,1,1,0,0,2,2,"low","Big family",1
280,"Mr.","AMEX",NA,"male",22,"Urban","Yes",26788,"Bundle","No","0","No HI","No HI","Yes","Business","SMS","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
281,"Mrs.","Visa","Maxillofacial surgeon","female",50,"Rural","Yes",16565,"Single","Yes","Level1","0","2","Yes","Standard","Phone","Yes","Yes","36-50","medium",1,2,1,1,1,2,3,5,"med","nuclear family",1
282,"Mrs.","AMEX","Bench jeweler","female",48,"Rural","Yes",10144,"Single","Yes","Level2","2","3","Yes","Business","Phone","Yes","Yes","36-50","low",1,1,1,2,1,3,3,6,"med","Big family",1
283,"Ms.","AMEX",NA,"female",51,"Rural","Yes",17236,"Single","No","0","No HI","No HI","No","0","Email","Yes","No",">50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",1
285,"Mrs.","AMEX",NA,"female",18,"Urban","Yes",26990,"Bundle","Yes","Level1","1","0","No","0","SMS","Yes","Yes","<=35","medium",1,2,1,1,0,0,2,3,"low","nuclear family",2
286,"Mr.","AMEX","Executive secretary","male",18,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","Yes","No","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
288,"Mr.","Visa","Health care interpreter","male",70,"Rural","Yes",32151,"Single","No","0","No HI","No HI","Yes","Senior","Phone","Yes","No",">50","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",3
289,"Mrs.","AMEX","Photoengraver","female",48,"Rural","Yes",20211,"Bundle","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
290,"Ms.","AMEX","Claims representative","female",44,"Urban","Yes",35881,"Bundle","Yes","Level1","0","2","No","0","Email","Yes","No","36-50","high",1,3,1,1,0,0,2,4,"med","nuclear family",3
291,"Mrs.","AMEX","Freight agent","female",44,"Urban","Yes",36485,"Single","Yes","Level2","1","2","Yes","Standard","Email","Yes","Yes","36-50","high",1,3,1,2,1,2,3,7,"high","Big family",3
292,"Ms.","Visa","Paratransit driver","female",20,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","SMS","Yes","No","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
293,"Ms.","Visa","Purchasing clerk","female",20,"Urban","Yes",35567,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",2
294,"Ms.","No Card",NA,"female",19,"Rural","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Backpacker","Email","No","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
295,"Mrs.","AMEX",NA,"female",54,"Urban","Yes",38256,"Single","No","0","No HI","No HI","Yes","Backpacker","Email","Yes","Yes",">50","high",1,3,0,0,1,1,2,4,"med","No Health Insurance",3
296,"Mr.","Visa",NA,"male",41,"Urban","Yes",35356,"Single","Yes","Level2","0","3","No","0","Phone","Yes","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
297,"Mr.","AMEX","Knitting machine operator","male",70,"Rural","Yes",30108,"Single","Yes","Level3","0","0","Yes","Business","Email","Yes","No",">50","medium",1,2,1,3,1,3,3,8,"high","single",3
299,"Mrs.","No Card","Radiation protection technician","female",52,"Rural","Yes",16380,"Single","Yes","Level1","0","2","Yes","Backpacker","Phone","No","Yes",">50","medium",1,2,1,1,1,1,3,4,"med","nuclear family",1
301,"Ms.","AMEX",NA,"female",49,"Rural","No",NA,"No MotorInsurance","Yes","Level1","1","2","Yes","Business","Phone","Yes","No","36-50","0",0,0,1,1,1,3,2,4,"med","Big family",1
302,"Ms.","Visa","Computer technology trainer","female",67,"Rural","Yes",30085,"Single","Yes","Level3","1","0","No","0","Phone","Yes","No",">50","medium",1,2,1,3,0,0,2,5,"med","nuclear family",3
303,"Ms.","AMEX",NA,"female",48,"Rural","Yes",31627,"Single","No","0","No HI","No HI","No","0","Email","Yes","No","36-50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",3
304,"Mrs.","AMEX","Front desk clerk","female",42,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Business","Email","Yes","Yes","36-50","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",1
305,"Mr.","Visa","Staff manager","male",66,"Rural","Yes",31995,"Bundle","Yes","Level2","1","0","No","0","Email","Yes","No",">50","medium",1,2,1,2,0,0,2,4,"med","nuclear family",3
306,"Mr.","Visa",NA,"male",49,"Urban","Yes",34158,"Single","Yes","Level3","1","2","No","0","Email","Yes","Yes","36-50","high",1,3,1,3,0,0,2,6,"med","Big family",3
307,"Mrs.","AMEX",NA,"female",47,"Urban","Yes",33834,"Single","Yes","Level3","1","2","Yes","Premium","Email","Yes","Yes","36-50","high",1,3,1,3,1,3,3,9,"high","Big family",3
308,"Mr.","Visa","Science writer","male",49,"Rural","Yes",10313,"Single","Yes","Level2","2","2","No","0","SMS","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
309,"Mr.","Visa","Production planning and expediting clerk","male",46,"Rural","Yes",13478,"Single","Yes","Level1","1","3","Yes","Standard","Phone","Yes","Yes","36-50","low",1,1,1,1,1,2,3,4,"med","Big family",1
310,"Mrs.","Visa","Ecologist","female",71,"Urban","Yes",23110,"Single","No","0","No HI","No HI","Yes","Senior","Email","Yes","Yes",">50","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",3
311,"Mr.","AMEX","Letterpress setter","male",59,"Rural","Yes",21533,"Single","Yes","Level3","2","0","Yes","Senior","Phone","Yes","No",">50","medium",1,2,1,3,1,2,3,7,"high","nuclear family",3
313,"Mr.","AMEX","Flight attendant","male",53,"Rural","No",NA,"No MotorInsurance","Yes","Level2","1","2","No","0","Email","Yes","Yes",">50","0",0,0,1,2,0,0,1,2,"low","Big family",1
314,"Mrs.","AMEX","Osteopathic doctor","female",20,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Standard","Email","Yes","Yes","<=35","0",0,0,0,0,1,2,1,2,"low","No Health Insurance",2
315,"Ms.","Visa",NA,"female",44,"Urban","Yes",11257,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No","36-50","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",1
316,"Mr.","Visa",NA,"male",20,"Rural","Yes",29749,"Bundle","No","0","No HI","No HI","Yes","Business","SMS","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
317,"Mr.","Visa","Fitness trainer","male",46,"Urban","Yes",34975,"Single","No","0","No HI","No HI","Yes","Premium","Email","Yes","No","36-50","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",3
